,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Has_Cabin,Family_size,IsAlone,title,AgeGroup,FarePerPerson
296,297,0,3,male,23.5,0,0,7.2292,C,0,1,1,Mr,Adult,7.2292
297,298,0,1,female,2.0,1,2,151.55,S,1,4,0,Miss,Child,37.8875
298,299,1,1,male,40.0,0,0,30.5,S,1,1,1,Mr,Adult,30.5
299,300,1,1,female,50.0,0,1,247.5208,C,1,2,0,Mrs,Adult,123.7604
300,301,1,3,female,21.5,0,0,7.75,Q,0,1,1,Miss,Adult,7.75
301,302,1,3,male,25.0,2,0,23.25,Q,0,3,0,Mr,Adult,7.75
302,303,0,3,male,19.0,0,0,0.0,S,0,1,1,Mr,Adult,0.0
303,304,1,2,female,28.0,0,0,12.35,Q,1,1,1,Miss,Adult,12.35
304,305,0,3,male,25.0,0,0,8.05,S,0,1,1,Mr,Adult,8.05
305,306,1,1,male,0.92,1,2,151.55,S,1,4,0,Master,Child,37.8875
306,307,1,1,female,35.0,0,0,110.8833,C,0,1,1,Miss,Adult,110.8833
307,308,1,1,female,17.0,1,0,108.9,C,1,2,0,Mrs,Teen,54.45
308,309,0,2,male,30.0,1,0,24.0,C,0,2,0,Mr,Adult,12.0
309,310,1,1,female,30.0,0,0,56.9292,C,1,1,1,Miss,Adult,56.9292
310,311,1,1,female,24.0,0,0,83.1583,C,1,1,1,Miss,Adult,83.1583
311,312,1,1,female,18.0,2,2,262.375,C,1,5,0,Miss,Teen,52.475
312,313,0,2,female,26.0,1,1,26.0,S,0,3,0,Mrs,Adult,8.666666666666666
313,314,0,3,male,28.0,0,0,7.8958,S,0,1,1,Mr,Adult,7.8958
314,315,0,2,male,43.0,1,1,26.25,S,0,3,0,Mr,Adult,8.75
315,316,1,3,female,26.0,0,0,7.8542,S,0,1,1,Miss,Adult,7.8542
316,317,1,2,female,24.0,1,0,26.0,S,0,2,0,Mrs,Adult,13.0
317,318,0,2,male,54.0,0,0,14.0,S,0,1,1,Rare,Adult,14.0
318,319,1,1,female,31.0,0,2,164.8667,S,1,3,0,Miss,Adult,54.95556666666667
319,320,1,1,female,40.0,1,1,134.5,C,1,3,0,Mrs,Adult,44.833333333333336
320,321,0,3,male,22.0,0,0,7.25,S,0,1,1,Mr,Adult,7.25
321,322,0,3,male,27.0,0,0,7.8958,S,0,1,1,Mr,Adult,7.8958
322,323,1,2,female,30.0,0,0,12.35,Q,0,1,1,Miss,Adult,12.35
323,324,1,2,female,22.0,1,1,29.0,S,0,3,0,Mrs,Adult,9.666666666666666
324,325,0,3,male,25.0,8,2,69.55,S,0,11,0,Mr,Adult,6.322727272727272
325,326,1,1,female,36.0,0,0,135.6333,C,1,1,1,Miss,Adult,135.6333
326,327,0,3,male,61.0,0,0,6.2375,S,0,1,1,Mr,Senior,6.2375
327,328,1,2,female,36.0,0,0,13.0,S,1,1,1,Mrs,Adult,13.0
328,329,1,3,female,31.0,1,1,20.525,S,0,3,0,Mrs,Adult,6.841666666666666
329,330,1,1,female,16.0,0,1,57.9792,C,1,2,0,Miss,Teen,28.9896
330,331,1,3,female,21.5,2,0,23.25,Q,0,3,0,Miss,Adult,7.75
331,332,0,1,male,45.5,0,0,28.5,S,1,1,1,Mr,Adult,28.5
332,333,0,1,male,38.0,0,1,153.4625,S,1,2,0,Mr,Adult,76.73125
333,334,0,3,male,16.0,2,0,18.0,S,0,3,0,Mr,Teen,6.0
334,335,1,1,female,35.0,1,0,133.65,S,0,2,0,Mrs,Adult,66.825
335,336,0,3,male,25.0,0,0,7.8958,S,0,1,1,Mr,Adult,7.8958
336,337,0,1,male,29.0,1,0,66.6,S,1,2,0,Mr,Adult,33.3
337,338,1,1,female,41.0,0,0,134.5,C,1,1,1,Miss,Adult,134.5
338,339,1,3,male,45.0,0,0,8.05,S,0,1,1,Mr,Adult,8.05
339,340,0,1,male,45.0,0,0,35.5,S,1,1,1,Mr,Adult,35.5
340,341,1,2,male,2.0,1,1,26.0,S,1,3,0,Master,Child,8.666666666666666
341,342,1,1,female,24.0,3,2,263.0,S,1,6,0,Miss,Adult,43.833333333333336
342,343,0,2,male,28.0,0,0,13.0,S,0,1,1,Mr,Adult,13.0
343,344,0,2,male,25.0,0,0,13.0,S,0,1,1,Mr,Adult,13.0
344,345,0,2,male,36.0,0,0,13.0,S,0,1,1,Mr,Adult,13.0
345,346,1,2,female,24.0,0,0,13.0,S,1,1,1,Miss,Adult,13.0
346,347,1,2,female,40.0,0,0,13.0,S,0,1,1,Miss,Adult,13.0
347,348,1,3,female,21.5,1,0,16.1,S,0,2,0,Mrs,Adult,8.05
348,349,1,3,male,3.0,1,1,15.9,S,0,3,0,Master,Child,5.3
349,350,0,3,male,42.0,0,0,8.6625,S,0,1,1,Mr,Adult,8.6625
350,351,0,3,male,23.0,0,0,9.225,S,0,1,1,Mr,Adult,9.225
351,352,0,1,male,40.0,0,0,35.0,S,1,1,1,Mr,Adult,35.0
352,353,0,3,male,15.0,1,1,7.2292,C,0,3,0,Mr,Teen,2.409733333333333
353,354,0,3,male,25.0,1,0,17.8,S,0,2,0,Mr,Adult,8.9
354,355,0,3,male,25.0,0,0,7.225,C,0,1,1,Mr,Adult,7.225
355,356,0,3,male,28.0,0,0,9.5,S,0,1,1,Mr,Adult,9.5
356,357,1,1,female,22.0,0,1,55.0,S,1,2,0,Miss,Adult,27.5
357,358,0,2,female,38.0,0,0,13.0,S,0,1,1,Miss,Adult,13.0
358,359,1,3,female,21.5,0,0,7.8792,Q,0,1,1,Miss,Adult,7.8792
359,360,1,3,female,21.5,0,0,7.8792,Q,0,1,1,Miss,Adult,7.8792
360,361,0,3,male,40.0,1,4,27.9,S,0,6,0,Mr,Adult,4.6499999999999995
361,362,0,2,male,29.0,1,0,27.7208,C,0,2,0,Mr,Adult,13.8604
362,363,0,3,female,45.0,0,1,14.4542,C,0,2,0,Mrs,Adult,7.2271
363,364,0,3,male,35.0,0,0,7.05,S,0,1,1,Mr,Adult,7.05
364,365,0,3,male,25.0,1,0,15.5,Q,0,2,0,Mr,Adult,7.75
365,366,0,3,male,30.0,0,0,7.25,S,0,1,1,Mr,Adult,7.25
366,367,1,1,female,60.0,1,0,75.25,C,1,2,0,Mrs,Adult,37.625
367,368,1,3,female,21.5,0,0,7.2292,C,0,1,1,Mrs,Adult,7.2292
368,369,1,3,female,21.5,0,0,7.75,Q,0,1,1,Miss,Adult,7.75
369,370,1,1,female,24.0,0,0,69.3,C,1,1,1,Mrs,Adult,69.3
370,371,1,1,male,25.0,1,0,55.4417,C,1,2,0,Mr,Adult,27.72085
371,372,0,3,male,18.0,1,0,6.4958,S,0,2,0,Mr,Teen,3.2479
372,373,0,3,male,19.0,0,0,8.05,S,0,1,1,Mr,Adult,8.05
373,374,0,1,male,22.0,0,0,135.6333,C,0,1,1,Mr,Adult,135.6333
374,375,0,3,female,3.0,3,1,21.075,S,0,5,0,Miss,Child,4.215
375,376,1,1,female,35.0,1,0,82.1708,C,0,2,0,Mrs,Adult,41.0854
376,377,1,3,female,22.0,0,0,7.25,S,0,1,1,Miss,Adult,7.25
377,378,0,1,male,27.0,0,2,211.5,C,1,3,0,Mr,Adult,70.5
378,379,0,3,male,20.0,0,0,4.0125,C,0,1,1,Mr,Adult,4.0125
379,380,0,3,male,19.0,0,0,7.775,S,0,1,1,Mr,Adult,7.775
380,381,1,1,female,42.0,0,0,227.525,C,0,1,1,Miss,Adult,227.525
381,382,1,3,female,1.0,0,2,15.7417,C,0,3,0,Miss,Child,5.247233333333333
382,383,0,3,male,32.0,0,0,7.925,S,0,1,1,Mr,Adult,7.925
383,384,1,1,female,35.0,1,0,52.0,S,0,2,0,Mrs,Adult,26.0
384,385,0,3,male,25.0,0,0,7.8958,S,0,1,1,Mr,Adult,7.8958
385,386,0,2,male,18.0,0,0,73.5,S,0,1,1,Mr,Teen,73.5
386,387,0,3,male,1.0,5,2,46.9,S,0,8,0,Master,Child,5.8625
387,388,1,2,female,36.0,0,0,13.0,S,0,1,1,Miss,Adult,13.0
388,389,0,3,male,25.0,0,0,7.7292,Q,0,1,1,Mr,Adult,7.7292
389,390,1,2,female,17.0,0,0,12.0,C,0,1,1,Miss,Teen,12.0
390,391,1,1,male,36.0,1,2,120.0,S,1,4,0,Mr,Adult,30.0
391,392,1,3,male,21.0,0,0,7.7958,S,0,1,1,Mr,Adult,7.7958
392,393,0,3,male,28.0,2,0,7.925,S,0,3,0,Mr,Adult,2.6416666666666666
393,394,1,1,female,23.0,1,0,113.275,C,1,2,0,Miss,Adult,56.6375
394,395,1,3,female,24.0,0,2,16.7,S,1,3,0,Mrs,Adult,5.566666666666666
395,396,0,3,male,22.0,0,0,7.7958,S,0,1,1,Mr,Adult,7.7958
396,397,0,3,female,31.0,0,0,7.8542,S,0,1,1,Miss,Adult,7.8542
397,398,0,2,male,46.0,0,0,26.0,S,0,1,1,Mr,Adult,26.0
398,399,0,2,male,23.0,0,0,10.5,S,0,1,1,Rare,Adult,10.5
399,400,1,2,female,28.0,0,0,12.65,S,0,1,1,Mrs,Adult,12.65
400,401,1,3,male,39.0,0,0,7.925,S,0,1,1,Mr,Adult,7.925
401,402,0,3,male,26.0,0,0,8.05,S,0,1,1,Mr,Adult,8.05
402,403,0,3,female,21.0,1,0,9.825,S,0,2,0,Miss,Adult,4.9125
403,404,0,3,male,28.0,1,0,15.85,S,0,2,0,Mr,Adult,7.925
404,405,0,3,female,20.0,0,0,8.6625,S,0,1,1,Miss,Adult,8.6625
405,406,0,2,male,34.0,1,0,21.0,S,0,2,0,Mr,Adult,10.5
406,407,0,3,male,51.0,0,0,7.75,S,0,1,1,Mr,Adult,7.75
407,408,1,2,male,3.0,1,1,18.75,S,0,3,0,Master,Child,6.25
408,409,0,3,male,21.0,0,0,7.775,S,0,1,1,Mr,Adult,7.775
409,410,0,3,female,21.5,3,1,25.4667,S,0,5,0,Miss,Adult,5.0933399999999995
410,411,0,3,male,25.0,0,0,7.8958,S,0,1,1,Mr,Adult,7.8958
411,412,0,3,male,25.0,0,0,6.8583,Q,0,1,1,Mr,Adult,6.8583
412,413,1,1,female,33.0,1,0,90.0,Q,1,2,0,Miss,Adult,45.0
413,414,0,2,male,30.0,0,0,0.0,S,0,1,1,Mr,Adult,0.0
414,415,1,3,male,44.0,0,0,7.925,S,0,1,1,Mr,Adult,7.925
415,416,0,3,female,21.5,0,0,8.05,S,0,1,1,Mrs,Adult,8.05
416,417,1,2,female,34.0,1,1,32.5,S,0,3,0,Mrs,Adult,10.833333333333334
417,418,1,2,female,18.0,0,2,13.0,S,0,3,0,Miss,Teen,4.333333333333333
418,419,0,2,male,30.0,0,0,13.0,S,0,1,1,Mr,Adult,13.0
419,420,0,3,female,10.0,0,2,24.15,S,0,3,0,Miss,Child,8.049999999999999
420,421,0,3,male,25.0,0,0,7.8958,C,0,1,1,Mr,Adult,7.8958
421,422,0,3,male,21.0,0,0,7.7333,Q,0,1,1,Mr,Adult,7.7333
422,423,0,3,male,29.0,0,0,7.875,S,0,1,1,Mr,Adult,7.875
423,424,0,3,female,28.0,1,1,14.4,S,0,3,0,Mrs,Adult,4.8
424,425,0,3,male,18.0,1,1,20.2125,S,0,3,0,Mr,Teen,6.7375
425,426,0,3,male,25.0,0,0,7.25,S,0,1,1,Mr,Adult,7.25
426,427,1,2,female,28.0,1,0,26.0,S,0,2,0,Mrs,Adult,13.0
427,428,1,2,female,19.0,0,0,26.0,S,0,1,1,Miss,Adult,26.0
428,429,0,3,male,25.0,0,0,7.75,Q,0,1,1,Mr,Adult,7.75
429,430,1,3,male,32.0,0,0,8.05,S,1,1,1,Mr,Adult,8.05
430,431,1,1,male,28.0,0,0,26.55,S,1,1,1,Mr,Adult,26.55
431,432,1,3,female,21.5,1,0,16.1,S,0,2,0,Mrs,Adult,8.05
432,433,1,2,female,42.0,1,0,26.0,S,0,2,0,Mrs,Adult,13.0
433,434,0,3,male,17.0,0,0,7.125,S,0,1,1,Mr,Teen,7.125
434,435,0,1,male,50.0,1,0,55.9,S,1,2,0,Mr,Adult,27.95
435,436,1,1,female,14.0,1,2,120.0,S,1,4,0,Miss,Teen,30.0
436,437,0,3,female,21.0,2,2,34.375,S,0,5,0,Miss,Adult,6.875
437,438,1,2,female,24.0,2,3,18.75,S,0,6,0,Mrs,Adult,3.125
438,439,0,1,male,64.0,1,4,263.0,S,1,6,0,Mr,Senior,43.833333333333336
439,440,0,2,male,31.0,0,0,10.5,S,0,1,1,Mr,Adult,10.5
440,441,1,2,female,45.0,1,1,26.25,S,0,3,0,Mrs,Adult,8.75
441,442,0,3,male,20.0,0,0,9.5,S,0,1,1,Mr,Adult,9.5
442,443,0,3,male,25.0,1,0,7.775,S,0,2,0,Mr,Adult,3.8875
443,444,1,2,female,28.0,0,0,13.0,S,0,1,1,Miss,Adult,13.0
444,445,1,3,male,25.0,0,0,8.1125,S,0,1,1,Mr,Adult,8.1125
445,446,1,1,male,4.0,0,2,81.8583,S,1,3,0,Master,Child,27.2861
446,447,1,2,female,13.0,0,1,19.5,S,0,2,0,Miss,Teen,9.75
447,448,1,1,male,34.0,0,0,26.55,S,0,1,1,Mr,Adult,26.55
448,449,1,3,female,5.0,2,1,19.2583,C,0,4,0,Miss,Child,4.814575
449,450,1,1,male,52.0,0,0,30.5,S,1,1,1,Rare,Adult,30.5
450,451,0,2,male,36.0,1,2,27.75,S,0,4,0,Mr,Adult,6.9375
451,452,0,3,male,25.0,1,0,19.9667,S,0,2,0,Mr,Adult,9.98335
452,453,0,1,male,30.0,0,0,27.75,C,1,1,1,Mr,Adult,27.75
453,454,1,1,male,49.0,1,0,89.1042,C,1,2,0,Mr,Adult,44.5521
454,455,0,3,male,25.0,0,0,8.05,S,0,1,1,Mr,Adult,8.05
455,456,1,3,male,29.0,0,0,7.8958,C,0,1,1,Mr,Adult,7.8958
456,457,0,1,male,65.0,0,0,26.55,S,1,1,1,Mr,Senior,26.55
457,458,1,1,female,35.0,1,0,51.8625,S,1,2,0,Mrs,Adult,25.93125
458,459,1,2,female,50.0,0,0,10.5,S,0,1,1,Miss,Adult,10.5
459,460,0,3,male,25.0,0,0,7.75,Q,0,1,1,Mr,Adult,7.75
460,461,1,1,male,48.0,0,0,26.55,S,1,1,1,Mr,Adult,26.55
461,462,0,3,male,34.0,0,0,8.05,S,0,1,1,Mr,Adult,8.05
462,463,0,1,male,47.0,0,0,38.5,S,1,1,1,Mr,Adult,38.5
463,464,0,2,male,48.0,0,0,13.0,S,0,1,1,Mr,Adult,13.0
464,465,0,3,male,25.0,0,0,8.05,S,0,1,1,Mr,Adult,8.05
465,466,0,3,male,38.0,0,0,7.05,S,0,1,1,Mr,Adult,7.05
466,467,0,2,male,30.0,0,0,0.0,S,0,1,1,Mr,Adult,0.0
467,468,0,1,male,56.0,0,0,26.55,S,0,1,1,Mr,Adult,26.55
468,469,0,3,male,25.0,0,0,7.725,Q,0,1,1,Mr,Adult,7.725
469,470,1,3,female,0.75,2,1,19.2583,C,0,4,0,Miss,Child,4.814575
470,471,0,3,male,25.0,0,0,7.25,S,0,1,1,Mr,Adult,7.25
471,472,0,3,male,38.0,0,0,8.6625,S,0,1,1,Mr,Adult,8.6625
472,473,1,2,female,33.0,1,2,27.75,S,0,4,0,Mrs,Adult,6.9375
473,474,1,2,female,23.0,0,0,13.7917,C,1,1,1,Mrs,Adult,13.7917
474,475,0,3,female,22.0,0,0,9.8375,S,0,1,1,Miss,Adult,9.8375
475,476,0,1,male,40.0,0,0,52.0,S,1,1,1,Mr,Adult,52.0
476,477,0,2,male,34.0,1,0,21.0,S,0,2,0,Mr,Adult,10.5
477,478,0,3,male,29.0,1,0,7.0458,S,0,2,0,Mr,Adult,3.5229
478,479,0,3,male,22.0,0,0,7.5208,S,0,1,1,Mr,Adult,7.5208
479,480,1,3,female,2.0,0,1,12.2875,S,0,2,0,Miss,Child,6.14375
480,481,0,3,male,9.0,5,2,46.9,S,0,8,0,Master,Child,5.8625
481,482,0,2,male,30.0,0,0,0.0,S,0,1,1,Mr,Adult,0.0
482,483,0,3,male,50.0,0,0,8.05,S,0,1,1,Mr,Adult,8.05
483,484,1,3,female,63.0,0,0,9.5875,S,0,1,1,Mrs,Senior,9.5875
484,485,1,1,male,25.0,1,0,91.0792,C,1,2,0,Mr,Adult,45.5396
485,486,0,3,female,21.5,3,1,25.4667,S,0,5,0,Miss,Adult,5.0933399999999995
486,487,1,1,female,35.0,1,0,90.0,S,1,2,0,Mrs,Adult,45.0
487,488,0,1,male,58.0,0,0,29.7,C,1,1,1,Mr,Adult,29.7
488,489,0,3,male,30.0,0,0,8.05,S,0,1,1,Mr,Adult,8.05
489,490,1,3,male,9.0,1,1,15.9,S,0,3,0,Master,Child,5.3
490,491,0,3,male,25.0,1,0,19.9667,S,0,2,0,Mr,Adult,9.98335
491,492,0,3,male,21.0,0,0,7.25,S,0,1,1,Mr,Adult,7.25
492,493,0,1,male,55.0,0,0,30.5,S,1,1,1,Mr,Adult,30.5
493,494,0,1,male,71.0,0,0,49.5042,C,0,1,1,Mr,Senior,49.5042
494,495,0,3,male,21.0,0,0,8.05,S,0,1,1,Mr,Adult,8.05
495,496,0,3,male,25.0,0,0,14.4583,C,0,1,1,Mr,Adult,14.4583
496,497,1,1,female,54.0,1,0,78.2667,C,1,2,0,Miss,Adult,39.13335
497,498,0,3,male,25.0,0,0,15.1,S,0,1,1,Mr,Adult,15.1
498,499,0,1,female,25.0,1,2,151.55,S,1,4,0,Mrs,Adult,37.8875
499,500,0,3,male,24.0,0,0,7.7958,S,0,1,1,Mr,Adult,7.7958
500,501,0,3,male,17.0,0,0,8.6625,S,0,1,1,Mr,Teen,8.6625
501,502,0,3,female,21.0,0,0,7.75,Q,0,1,1,Miss,Adult,7.75
502,503,0,3,female,21.5,0,0,7.6292,Q,0,1,1,Miss,Adult,7.6292
503,504,0,3,female,37.0,0,0,9.5875,S,0,1,1,Miss,Adult,9.5875
504,505,1,1,female,16.0,0,0,86.5,S,1,1,1,Miss,Teen,86.5
505,506,0,1,male,18.0,1,0,108.9,C,1,2,0,Mr,Teen,54.45
506,507,1,2,female,33.0,0,2,26.0,S,0,3,0,Mrs,Adult,8.666666666666666
507,508,1,1,male,40.0,0,0,26.55,S,0,1,1,Mr,Adult,26.55
508,509,0,3,male,28.0,0,0,22.525,S,0,1,1,Mr,Adult,22.525
509,510,1,3,male,26.0,0,0,56.4958,S,0,1,1,Mr,Adult,56.4958
510,511,1,3,male,29.0,0,0,7.75,Q,0,1,1,Mr,Adult,7.75
511,512,0,3,male,25.0,0,0,8.05,S,0,1,1,Mr,Adult,8.05
512,513,1,1,male,36.0,0,0,26.2875,S,1,1,1,Mr,Adult,26.2875
513,514,1,1,female,54.0,1,0,59.4,C,0,2,0,Mrs,Adult,29.7
514,515,0,3,male,24.0,0,0,7.4958,S,0,1,1,Mr,Adult,7.4958
515,516,0,1,male,47.0,0,0,34.0208,S,1,1,1,Mr,Adult,34.0208
516,517,1,2,female,34.0,0,0,10.5,S,1,1,1,Mrs,Adult,10.5
517,518,0,3,male,25.0,0,0,24.15,Q,0,1,1,Mr,Adult,24.15
518,519,1,2,female,36.0,1,0,26.0,S,0,2,0,Mrs,Adult,13.0
519,520,0,3,male,32.0,0,0,7.8958,S,0,1,1,Mr,Adult,7.8958
520,521,1,1,female,30.0,0,0,93.5,S,1,1,1,Miss,Adult,93.5
521,522,0,3,male,22.0,0,0,7.8958,S,0,1,1,Mr,Adult,7.8958
522,523,0,3,male,25.0,0,0,7.225,C,0,1,1,Mr,Adult,7.225
523,524,1,1,female,44.0,0,1,57.9792,C,1,2,0,Mrs,Adult,28.9896
524,525,0,3,male,25.0,0,0,7.2292,C,0,1,1,Mr,Adult,7.2292
525,526,0,3,male,40.5,0,0,7.75,Q,0,1,1,Mr,Adult,7.75
526,527,1,2,female,50.0,0,0,10.5,S,0,1,1,Miss,Adult,10.5
527,528,0,1,male,40.0,0,0,221.7792,S,1,1,1,Mr,Adult,221.7792
528,529,0,3,male,39.0,0,0,7.925,S,0,1,1,Mr,Adult,7.925
529,530,0,2,male,23.0,2,1,11.5,S,0,4,0,Mr,Adult,2.875
530,531,1,2,female,2.0,1,1,26.0,S,0,3,0,Miss,Child,8.666666666666666
531,532,0,3,male,25.0,0,0,7.2292,C,0,1,1,Mr,Adult,7.2292
532,533,0,3,male,17.0,1,1,7.2292,C,0,3,0,Mr,Teen,2.409733333333333
533,534,1,3,female,21.5,0,2,22.3583,C,0,3,0,Mrs,Adult,7.452766666666666
534,535,0,3,female,30.0,0,0,8.6625,S,0,1,1,Miss,Adult,8.6625
535,536,1,2,female,7.0,0,2,26.25,S,0,3,0,Miss,Child,8.75
536,537,0,1,male,45.0,0,0,26.55,S,1,1,1,Rare,Adult,26.55
537,538,1,1,female,30.0,0,0,106.425,C,0,1,1,Miss,Adult,106.425
538,539,0,3,male,25.0,0,0,14.5,S,0,1,1,Mr,Adult,14.5
539,540,1,1,female,22.0,0,2,49.5,C,1,3,0,Miss,Adult,16.5
540,541,1,1,female,36.0,0,2,71.0,S,1,3,0,Miss,Adult,23.666666666666668
541,542,0,3,female,9.0,4,2,31.275,S,0,7,0,Miss,Child,4.4678571428571425
542,543,0,3,female,11.0,4,2,31.275,S,0,7,0,Miss,Child,4.4678571428571425
543,544,1,2,male,32.0,1,0,26.0,S,0,2,0,Mr,Adult,13.0
544,545,0,1,male,50.0,1,0,106.425,C,1,2,0,Mr,Adult,53.2125
545,546,0,1,male,64.0,0,0,26.0,S,0,1,1,Mr,Senior,26.0
546,547,1,2,female,19.0,1,0,26.0,S,0,2,0,Mrs,Adult,13.0
547,548,1,2,male,30.0,0,0,13.8625,C,0,1,1,Mr,Adult,13.8625
548,549,0,3,male,33.0,1,1,20.525,S,0,3,0,Mr,Adult,6.841666666666666
549,550,1,2,male,8.0,1,1,36.75,S,0,3,0,Master,Child,12.25
550,551,1,1,male,17.0,0,2,110.8833,C,1,3,0,Mr,Teen,36.9611
551,552,0,2,male,27.0,0,0,26.0,S,0,1,1,Mr,Adult,26.0
552,553,0,3,male,25.0,0,0,7.8292,Q,0,1,1,Mr,Adult,7.8292
553,554,1,3,male,22.0,0,0,7.225,C,0,1,1,Mr,Adult,7.225
554,555,1,3,female,22.0,0,0,7.775,S,0,1,1,Miss,Adult,7.775
555,556,0,1,male,62.0,0,0,26.55,S,0,1,1,Mr,Senior,26.55
556,557,1,1,female,48.0,1,0,39.6,C,1,2,0,Rare,Adult,19.8
557,558,0,1,male,40.0,0,0,227.525,C,0,1,1,Mr,Adult,227.525
558,559,1,1,female,39.0,1,1,79.65,S,1,3,0,Mrs,Adult,26.55
559,560,1,3,female,36.0,1,0,17.4,S,0,2,0,Mrs,Adult,8.7
560,561,0,3,male,25.0,0,0,7.75,Q,0,1,1,Mr,Adult,7.75
561,562,0,3,male,40.0,0,0,7.8958,S,0,1,1,Mr,Adult,7.8958
562,563,0,2,male,28.0,0,0,13.5,S,0,1,1,Mr,Adult,13.5
563,564,0,3,male,25.0,0,0,8.05,S,0,1,1,Mr,Adult,8.05
564,565,0,3,female,21.5,0,0,8.05,S,0,1,1,Miss,Adult,8.05
565,566,0,3,male,24.0,2,0,24.15,S,0,3,0,Mr,Adult,8.049999999999999
566,567,0,3,male,19.0,0,0,7.8958,S,0,1,1,Mr,Adult,7.8958
567,568,0,3,female,29.0,0,4,21.075,S,0,5,0,Mrs,Adult,4.215
568,569,0,3,male,25.0,0,0,7.2292,C,0,1,1,Mr,Adult,7.2292
569,570,1,3,male,32.0,0,0,7.8542,S,0,1,1,Mr,Adult,7.8542
570,571,1,2,male,62.0,0,0,10.5,S,0,1,1,Mr,Senior,10.5
571,572,1,1,female,53.0,2,0,51.4792,S,1,3,0,Mrs,Adult,17.15973333333333
572,573,1,1,male,36.0,0,0,26.3875,S,1,1,1,Mr,Adult,26.3875
573,574,1,3,female,21.5,0,0,7.75,Q,0,1,1,Miss,Adult,7.75
574,575,0,3,male,16.0,0,0,8.05,S,0,1,1,Mr,Teen,8.05
575,576,0,3,male,19.0,0,0,14.5,S,0,1,1,Mr,Adult,14.5
576,577,1,2,female,34.0,0,0,13.0,S,0,1,1,Miss,Adult,13.0
577,578,1,1,female,39.0,1,0,55.9,S,1,2,0,Mrs,Adult,27.95
578,579,0,3,female,21.5,1,0,14.4583,C,0,2,0,Mrs,Adult,7.22915
579,580,1,3,male,32.0,0,0,7.925,S,0,1,1,Mr,Adult,7.925
580,581,1,2,female,25.0,1,1,30.0,S,0,3,0,Miss,Adult,10.0
581,582,1,1,female,39.0,1,1,110.8833,C,1,3,0,Mrs,Adult,36.9611
582,583,0,2,male,54.0,0,0,26.0,S,0,1,1,Mr,Adult,26.0
583,584,0,1,male,36.0,0,0,40.125,C,1,1,1,Mr,Adult,40.125
584,585,0,3,male,25.0,0,0,8.7125,C,0,1,1,Mr,Adult,8.7125
585,586,1,1,female,18.0,0,2,79.65,S,1,3,0,Miss,Teen,26.55
586,587,0,2,male,47.0,0,0,15.0,S,0,1,1,Mr,Adult,15.0
587,588,1,1,male,60.0,1,1,79.2,C,1,3,0,Mr,Adult,26.400000000000002
588,589,0,3,male,22.0,0,0,8.05,S,0,1,1,Mr,Adult,8.05
589,590,0,3,male,25.0,0,0,8.05,S,0,1,1,Mr,Adult,8.05
590,591,0,3,male,35.0,0,0,7.125,S,0,1,1,Mr,Adult,7.125
591,592,1,1,female,52.0,1,0,78.2667,C,1,2,0,Mrs,Adult,39.13335
592,593,0,3,male,47.0,0,0,7.25,S,0,1,1,Mr,Adult,7.25
