,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Has_Cabin,Family_size,IsAlone,title,AgeGroup,FarePerPerson
593,594,0,3,female,21.5,0,2,7.75,Q,0,3,0,Miss,Adult,2.5833333333333335
594,595,0,2,male,37.0,1,0,26.0,S,0,2,0,Mr,Adult,13.0
595,596,0,3,male,36.0,1,1,24.15,S,0,3,0,Mr,Adult,8.049999999999999
596,597,1,2,female,28.0,0,0,33.0,S,0,1,1,Miss,Adult,33.0
597,598,0,3,male,49.0,0,0,0.0,S,0,1,1,Mr,Adult,0.0
598,599,0,3,male,25.0,0,0,7.225,C,0,1,1,Mr,Adult,7.225
599,600,1,1,male,49.0,1,0,56.9292,C,1,2,0,Rare,Adult,28.4646
600,601,1,2,female,24.0,2,1,27.0,S,0,4,0,Mrs,Adult,6.75
601,602,0,3,male,25.0,0,0,7.8958,S,0,1,1,Mr,Adult,7.8958
602,603,0,1,male,40.0,0,0,42.4,S,0,1,1,Mr,Adult,42.4
603,604,0,3,male,44.0,0,0,8.05,S,0,1,1,Mr,Adult,8.05
604,605,1,1,male,35.0,0,0,26.55,C,0,1,1,Mr,Adult,26.55
605,606,0,3,male,36.0,1,0,15.55,S,0,2,0,Mr,Adult,7.775
606,607,0,3,male,30.0,0,0,7.8958,S,0,1,1,Mr,Adult,7.8958
607,608,1,1,male,27.0,0,0,30.5,S,0,1,1,Mr,Adult,30.5
608,609,1,2,female,22.0,1,2,41.5792,C,0,4,0,Mrs,Adult,10.3948
609,610,1,1,female,40.0,0,0,153.4625,S,1,1,1,Miss,Adult,153.4625
610,611,0,3,female,39.0,1,5,31.275,S,0,7,0,Mrs,Adult,4.4678571428571425
611,612,0,3,male,25.0,0,0,7.05,S,0,1,1,Mr,Adult,7.05
612,613,1,3,female,21.5,1,0,15.5,Q,0,2,0,Miss,Adult,7.75
613,614,0,3,male,25.0,0,0,7.75,Q,0,1,1,Mr,Adult,7.75
614,615,0,3,male,35.0,0,0,8.05,S,0,1,1,Mr,Adult,8.05
615,616,1,2,female,24.0,1,2,65.0,S,0,4,0,Miss,Adult,16.25
616,617,0,3,male,34.0,1,1,14.4,S,0,3,0,Mr,Adult,4.8
617,618,0,3,female,26.0,1,0,16.1,S,0,2,0,Mrs,Adult,8.05
618,619,1,2,female,4.0,2,1,39.0,S,1,4,0,Miss,Child,9.75
619,620,0,2,male,26.0,0,0,10.5,S,0,1,1,Mr,Adult,10.5
620,621,0,3,male,27.0,1,0,14.4542,C,0,2,0,Mr,Adult,7.2271
621,622,1,1,male,42.0,1,0,52.5542,S,1,2,0,Mr,Adult,26.2771
622,623,1,3,male,20.0,1,1,15.7417,C,0,3,0,Mr,Adult,5.247233333333333
623,624,0,3,male,21.0,0,0,7.8542,S,0,1,1,Mr,Adult,7.8542
624,625,0,3,male,21.0,0,0,16.1,S,0,1,1,Mr,Adult,16.1
625,626,0,1,male,61.0,0,0,32.3208,S,1,1,1,Mr,Senior,32.3208
626,627,0,2,male,57.0,0,0,12.35,Q,0,1,1,Rare,Adult,12.35
627,628,1,1,female,21.0,0,0,77.9583,S,1,1,1,Miss,Adult,77.9583
628,629,0,3,male,26.0,0,0,7.8958,S,0,1,1,Mr,Adult,7.8958
629,630,0,3,male,25.0,0,0,7.7333,Q,0,1,1,Mr,Adult,7.7333
630,631,1,1,male,80.0,0,0,30.0,S,1,1,1,Mr,Senior,30.0
631,632,0,3,male,51.0,0,0,7.0542,S,0,1,1,Mr,Adult,7.0542
632,633,1,1,male,32.0,0,0,30.5,C,1,1,1,Rare,Adult,30.5
633,634,0,1,male,40.0,0,0,0.0,S,0,1,1,Mr,Adult,0.0
634,635,0,3,female,9.0,3,2,27.9,S,0,6,0,Miss,Child,4.6499999999999995
635,636,1,2,female,28.0,0,0,13.0,S,0,1,1,Miss,Adult,13.0
636,637,0,3,male,32.0,0,0,7.925,S,0,1,1,Mr,Adult,7.925
637,638,0,2,male,31.0,1,1,26.25,S,0,3,0,Mr,Adult,8.75
638,639,0,3,female,41.0,0,5,39.6875,S,0,6,0,Mrs,Adult,6.614583333333333
639,640,0,3,male,25.0,1,0,16.1,S,0,2,0,Mr,Adult,8.05
640,641,0,3,male,20.0,0,0,7.8542,S,0,1,1,Mr,Adult,7.8542
641,642,1,1,female,24.0,0,0,69.3,C,1,1,1,Miss,Adult,69.3
642,643,0,3,female,2.0,3,2,27.9,S,0,6,0,Miss,Child,4.6499999999999995
643,644,1,3,male,25.0,0,0,56.4958,S,0,1,1,Mr,Adult,56.4958
644,645,1,3,female,0.75,2,1,19.2583,C,0,4,0,Miss,Child,4.814575
645,646,1,1,male,48.0,1,0,76.7292,C,1,2,0,Mr,Adult,38.3646
646,647,0,3,male,19.0,0,0,7.8958,S,0,1,1,Mr,Adult,7.8958
647,648,1,1,male,56.0,0,0,35.5,C,1,1,1,Rare,Adult,35.5
648,649,0,3,male,25.0,0,0,7.55,S,0,1,1,Mr,Adult,7.55
649,650,1,3,female,23.0,0,0,7.55,S,0,1,1,Miss,Adult,7.55
650,651,0,3,male,25.0,0,0,7.8958,S,0,1,1,Mr,Adult,7.8958
651,652,1,2,female,18.0,0,1,23.0,S,0,2,0,Miss,Teen,11.5
652,653,0,3,male,21.0,0,0,8.4333,S,0,1,1,Mr,Adult,8.4333
653,654,1,3,female,21.5,0,0,7.8292,Q,0,1,1,Miss,Adult,7.8292
654,655,0,3,female,18.0,0,0,6.75,Q,0,1,1,Miss,Teen,6.75
655,656,0,2,male,24.0,2,0,73.5,S,0,3,0,Mr,Adult,24.5
656,657,0,3,male,25.0,0,0,7.8958,S,0,1,1,Mr,Adult,7.8958
657,658,0,3,female,32.0,1,1,15.5,Q,0,3,0,Mrs,Adult,5.166666666666667
658,659,0,2,male,23.0,0,0,13.0,S,0,1,1,Mr,Adult,13.0
659,660,0,1,male,58.0,0,2,113.275,C,1,3,0,Mr,Adult,37.75833333333333
660,661,1,1,male,50.0,2,0,133.65,S,0,3,0,Rare,Adult,44.550000000000004
661,662,0,3,male,40.0,0,0,7.225,C,0,1,1,Mr,Adult,7.225
662,663,0,1,male,47.0,0,0,25.5875,S,1,1,1,Mr,Adult,25.5875
663,664,0,3,male,36.0,0,0,7.4958,S,0,1,1,Mr,Adult,7.4958
664,665,1,3,male,20.0,1,0,7.925,S,0,2,0,Mr,Adult,3.9625
665,666,0,2,male,32.0,2,0,73.5,S,0,3,0,Mr,Adult,24.5
666,667,0,2,male,25.0,0,0,13.0,S,0,1,1,Mr,Adult,13.0
667,668,0,3,male,25.0,0,0,7.775,S,0,1,1,Mr,Adult,7.775
668,669,0,3,male,43.0,0,0,8.05,S,0,1,1,Mr,Adult,8.05
669,670,1,1,female,35.0,1,0,52.0,S,1,2,0,Mrs,Adult,26.0
670,671,1,2,female,40.0,1,1,39.0,S,0,3,0,Mrs,Adult,13.0
671,672,0,1,male,31.0,1,0,52.0,S,1,2,0,Mr,Adult,26.0
672,673,0,2,male,70.0,0,0,10.5,S,0,1,1,Mr,Senior,10.5
673,674,1,2,male,31.0,0,0,13.0,S,0,1,1,Mr,Adult,13.0
674,675,0,2,male,30.0,0,0,0.0,S,0,1,1,Mr,Adult,0.0
675,676,0,3,male,18.0,0,0,7.775,S,0,1,1,Mr,Teen,7.775
676,677,0,3,male,24.5,0,0,8.05,S,0,1,1,Mr,Adult,8.05
677,678,1,3,female,18.0,0,0,9.8417,S,0,1,1,Miss,Teen,9.8417
678,679,0,3,female,43.0,1,6,46.9,S,0,8,0,Mrs,Adult,5.8625
679,680,1,1,male,36.0,0,1,512.3292,C,1,2,0,Mr,Adult,256.1646
680,681,0,3,female,21.5,0,0,8.1375,Q,0,1,1,Miss,Adult,8.1375
681,682,1,1,male,27.0,0,0,76.7292,C,1,1,1,Mr,Adult,76.7292
682,683,0,3,male,20.0,0,0,9.225,S,0,1,1,Mr,Adult,9.225
683,684,0,3,male,14.0,5,2,46.9,S,0,8,0,Mr,Teen,5.8625
684,685,0,2,male,60.0,1,1,39.0,S,0,3,0,Mr,Adult,13.0
685,686,0,2,male,25.0,1,2,41.5792,C,0,4,0,Mr,Adult,10.3948
686,687,0,3,male,14.0,4,1,39.6875,S,0,6,0,Mr,Teen,6.614583333333333
687,688,0,3,male,19.0,0,0,10.1708,S,0,1,1,Mr,Adult,10.1708
688,689,0,3,male,18.0,0,0,7.7958,S,0,1,1,Mr,Teen,7.7958
689,690,1,1,female,15.0,0,1,211.3375,S,1,2,0,Miss,Teen,105.66875
690,691,1,1,male,31.0,1,0,57.0,S,1,2,0,Mr,Adult,28.5
691,692,1,3,female,4.0,0,1,13.4167,C,0,2,0,Miss,Child,6.70835
692,693,1,3,male,25.0,0,0,56.4958,S,0,1,1,Mr,Adult,56.4958
693,694,0,3,male,25.0,0,0,7.225,C,0,1,1,Mr,Adult,7.225
694,695,0,1,male,60.0,0,0,26.55,S,0,1,1,Rare,Adult,26.55
695,696,0,2,male,52.0,0,0,13.5,S,0,1,1,Mr,Adult,13.5
696,697,0,3,male,44.0,0,0,8.05,S,0,1,1,Mr,Adult,8.05
697,698,1,3,female,21.5,0,0,7.7333,Q,0,1,1,Miss,Adult,7.7333
698,699,0,1,male,49.0,1,1,110.8833,C,1,3,0,Mr,Adult,36.9611
699,700,0,3,male,42.0,0,0,7.65,S,1,1,1,Mr,Adult,7.65
700,701,1,1,female,18.0,1,0,227.525,C,1,2,0,Mrs,Teen,113.7625
701,702,1,1,male,35.0,0,0,26.2875,S,1,1,1,Mr,Adult,26.2875
702,703,0,3,female,18.0,0,1,14.4542,C,0,2,0,Miss,Teen,7.2271
703,704,0,3,male,25.0,0,0,7.7417,Q,0,1,1,Mr,Adult,7.7417
704,705,0,3,male,26.0,1,0,7.8542,S,0,2,0,Mr,Adult,3.9271
705,706,0,2,male,39.0,0,0,26.0,S,0,1,1,Mr,Adult,26.0
706,707,1,2,female,45.0,0,0,13.5,S,0,1,1,Mrs,Adult,13.5
707,708,1,1,male,42.0,0,0,26.2875,S,1,1,1,Mr,Adult,26.2875
708,709,1,1,female,22.0,0,0,151.55,S,0,1,1,Miss,Adult,151.55
709,710,1,3,male,25.0,1,1,15.2458,C,0,3,0,Master,Adult,5.081933333333333
710,711,1,1,female,24.0,0,0,49.5042,C,1,1,1,Miss,Adult,49.5042
711,712,0,1,male,40.0,0,0,26.55,S,1,1,1,Mr,Adult,26.55
712,713,1,1,male,48.0,1,0,52.0,S,1,2,0,Mr,Adult,26.0
713,714,0,3,male,29.0,0,0,9.4833,S,0,1,1,Mr,Adult,9.4833
714,715,0,2,male,52.0,0,0,13.0,S,0,1,1,Mr,Adult,13.0
715,716,0,3,male,19.0,0,0,7.65,S,1,1,1,Mr,Adult,7.65
716,717,1,1,female,38.0,0,0,227.525,C,1,1,1,Miss,Adult,227.525
717,718,1,2,female,27.0,0,0,10.5,S,1,1,1,Miss,Adult,10.5
718,719,0,3,male,25.0,0,0,15.5,Q,0,1,1,Mr,Adult,15.5
719,720,0,3,male,33.0,0,0,7.775,S,0,1,1,Mr,Adult,7.775
720,721,1,2,female,6.0,0,1,33.0,S,0,2,0,Miss,Child,16.5
721,722,0,3,male,17.0,1,0,7.0542,S,0,2,0,Mr,Teen,3.5271
722,723,0,2,male,34.0,0,0,13.0,S,0,1,1,Mr,Adult,13.0
723,724,0,2,male,50.0,0,0,13.0,S,0,1,1,Mr,Adult,13.0
724,725,1,1,male,27.0,1,0,53.1,S,1,2,0,Mr,Adult,26.55
725,726,0,3,male,20.0,0,0,8.6625,S,0,1,1,Mr,Adult,8.6625
726,727,1,2,female,30.0,3,0,21.0,S,0,4,0,Mrs,Adult,5.25
727,728,1,3,female,21.5,0,0,7.7375,Q,0,1,1,Miss,Adult,7.7375
728,729,0,2,male,25.0,1,0,26.0,S,0,2,0,Mr,Adult,13.0
729,730,0,3,female,25.0,1,0,7.925,S,0,2,0,Miss,Adult,3.9625
730,731,1,1,female,29.0,0,0,211.3375,S,1,1,1,Miss,Adult,211.3375
731,732,0,3,male,11.0,0,0,18.7875,C,0,1,1,Mr,Child,18.7875
732,733,0,2,male,30.0,0,0,0.0,S,0,1,1,Mr,Adult,0.0
733,734,0,2,male,23.0,0,0,13.0,S,0,1,1,Mr,Adult,13.0
734,735,0,2,male,23.0,0,0,13.0,S,0,1,1,Mr,Adult,13.0
735,736,0,3,male,28.5,0,0,16.1,S,0,1,1,Mr,Adult,16.1
736,737,0,3,female,48.0,1,3,34.375,S,0,5,0,Mrs,Adult,6.875
737,738,1,1,male,35.0,0,0,512.3292,C,1,1,1,Mr,Adult,512.3292
738,739,0,3,male,25.0,0,0,7.8958,S,0,1,1,Mr,Adult,7.8958
739,740,0,3,male,25.0,0,0,7.8958,S,0,1,1,Mr,Adult,7.8958
740,741,1,1,male,40.0,0,0,30.0,S,1,1,1,Mr,Adult,30.0
741,742,0,1,male,36.0,1,0,78.85,S,1,2,0,Mr,Adult,39.425
742,743,1,1,female,21.0,2,2,262.375,C,1,5,0,Miss,Adult,52.475
743,744,0,3,male,24.0,1,0,16.1,S,0,2,0,Mr,Adult,8.05
744,745,1,3,male,31.0,0,0,7.925,S,0,1,1,Mr,Adult,7.925
745,746,0,1,male,70.0,1,1,71.0,S,1,3,0,Rare,Senior,23.666666666666668
746,747,0,3,male,16.0,1,1,20.25,S,0,3,0,Mr,Teen,6.75
747,748,1,2,female,30.0,0,0,13.0,S,0,1,1,Miss,Adult,13.0
748,749,0,1,male,19.0,1,0,53.1,S,1,2,0,Mr,Adult,26.55
749,750,0,3,male,31.0,0,0,7.75,Q,0,1,1,Mr,Adult,7.75
750,751,1,2,female,4.0,1,1,23.0,S,0,3,0,Miss,Child,7.666666666666667
751,752,1,3,male,6.0,0,1,12.475,S,1,2,0,Master,Child,6.2375
752,753,0,3,male,33.0,0,0,9.5,S,0,1,1,Mr,Adult,9.5
753,754,0,3,male,23.0,0,0,7.8958,S,0,1,1,Mr,Adult,7.8958
754,755,1,2,female,48.0,1,2,65.0,S,0,4,0,Mrs,Adult,16.25
755,756,1,2,male,0.67,1,1,14.5,S,0,3,0,Master,Child,4.833333333333333
756,757,0,3,male,28.0,0,0,7.7958,S,0,1,1,Mr,Adult,7.7958
757,758,0,2,male,18.0,0,0,11.5,S,0,1,1,Mr,Teen,11.5
758,759,0,3,male,34.0,0,0,8.05,S,0,1,1,Mr,Adult,8.05
759,760,1,1,female,33.0,0,0,86.5,S,1,1,1,Rare,Adult,86.5
760,761,0,3,male,25.0,0,0,14.5,S,0,1,1,Mr,Adult,14.5
761,762,0,3,male,41.0,0,0,7.125,S,0,1,1,Mr,Adult,7.125
762,763,1,3,male,20.0,0,0,7.2292,C,0,1,1,Mr,Adult,7.2292
763,764,1,1,female,36.0,1,2,120.0,S,1,4,0,Mrs,Adult,30.0
764,765,0,3,male,16.0,0,0,7.775,S,0,1,1,Mr,Teen,7.775
765,766,1,1,female,51.0,1,0,77.9583,S,1,2,0,Mrs,Adult,38.97915
766,767,0,1,male,40.0,0,0,39.6,C,0,1,1,Rare,Adult,39.6
767,768,0,3,female,30.5,0,0,7.75,Q,0,1,1,Miss,Adult,7.75
768,769,0,3,male,25.0,1,0,24.15,Q,0,2,0,Mr,Adult,12.075
769,770,0,3,male,32.0,0,0,8.3625,S,0,1,1,Mr,Adult,8.3625
770,771,0,3,male,24.0,0,0,9.5,S,0,1,1,Mr,Adult,9.5
771,772,0,3,male,48.0,0,0,7.8542,S,0,1,1,Mr,Adult,7.8542
772,773,0,2,female,57.0,0,0,10.5,S,1,1,1,Mrs,Adult,10.5
773,774,0,3,male,25.0,0,0,7.225,C,0,1,1,Mr,Adult,7.225
774,775,1,2,female,54.0,1,3,23.0,S,0,5,0,Mrs,Adult,4.6
775,776,0,3,male,18.0,0,0,7.75,S,0,1,1,Mr,Teen,7.75
776,777,0,3,male,25.0,0,0,7.75,Q,1,1,1,Mr,Adult,7.75
777,778,1,3,female,5.0,0,0,12.475,S,0,1,1,Miss,Child,12.475
778,779,0,3,male,25.0,0,0,7.7375,Q,0,1,1,Mr,Adult,7.7375
779,780,1,1,female,43.0,0,1,211.3375,S,1,2,0,Mrs,Adult,105.66875
780,781,1,3,female,13.0,0,0,7.2292,C,0,1,1,Miss,Teen,7.2292
781,782,1,1,female,17.0,1,0,57.0,S,1,2,0,Mrs,Teen,28.5
782,783,0,1,male,29.0,0,0,30.0,S,1,1,1,Mr,Adult,30.0
783,784,0,3,male,25.0,1,2,23.45,S,0,4,0,Mr,Adult,5.8625
784,785,0,3,male,25.0,0,0,7.05,S,0,1,1,Mr,Adult,7.05
785,786,0,3,male,25.0,0,0,7.25,S,0,1,1,Mr,Adult,7.25
786,787,1,3,female,18.0,0,0,7.4958,S,0,1,1,Miss,Teen,7.4958
787,788,0,3,male,8.0,4,1,29.125,Q,0,6,0,Master,Child,4.854166666666667
788,789,1,3,male,1.0,1,2,20.575,S,0,4,0,Master,Child,5.14375
789,790,0,1,male,46.0,0,0,79.2,C,1,1,1,Mr,Adult,79.2
790,791,0,3,male,25.0,0,0,7.75,Q,0,1,1,Mr,Adult,7.75
791,792,0,2,male,16.0,0,0,26.0,S,0,1,1,Mr,Teen,26.0
792,793,0,3,female,21.5,8,2,69.55,S,0,11,0,Miss,Adult,6.322727272727272
793,794,0,1,male,40.0,0,0,30.6958,C,0,1,1,Mr,Adult,30.6958
794,795,0,3,male,25.0,0,0,7.8958,S,0,1,1,Mr,Adult,7.8958
795,796,0,2,male,39.0,0,0,13.0,S,0,1,1,Mr,Adult,13.0
796,797,1,1,female,49.0,0,0,25.9292,S,1,1,1,Rare,Adult,25.9292
797,798,1,3,female,31.0,0,0,8.6833,S,0,1,1,Mrs,Adult,8.6833
798,799,0,3,male,30.0,0,0,7.2292,C,0,1,1,Mr,Adult,7.2292
799,800,0,3,female,30.0,1,1,24.15,S,0,3,0,Mrs,Adult,8.049999999999999
800,801,0,2,male,34.0,0,0,13.0,S,0,1,1,Mr,Adult,13.0
801,802,1,2,female,31.0,1,1,26.25,S,0,3,0,Mrs,Adult,8.75
802,803,1,1,male,11.0,1,2,120.0,S,1,4,0,Master,Child,30.0
803,804,1,3,male,0.42,0,1,8.5167,C,0,2,0,Master,Child,4.25835
804,805,1,3,male,27.0,0,0,6.975,S,0,1,1,Mr,Adult,6.975
805,806,0,3,male,31.0,0,0,7.775,S,0,1,1,Mr,Adult,7.775
806,807,0,1,male,39.0,0,0,0.0,S,1,1,1,Mr,Adult,0.0
807,808,0,3,female,18.0,0,0,7.775,S,0,1,1,Miss,Teen,7.775
808,809,0,2,male,39.0,0,0,13.0,S,0,1,1,Mr,Adult,13.0
809,810,1,1,female,33.0,1,0,53.1,S,1,2,0,Mrs,Adult,26.55
810,811,0,3,male,26.0,0,0,7.8875,S,0,1,1,Mr,Adult,7.8875
811,812,0,3,male,39.0,0,0,24.15,S,0,1,1,Mr,Adult,24.15
812,813,0,2,male,35.0,0,0,10.5,S,0,1,1,Mr,Adult,10.5
813,814,0,3,female,6.0,4,2,31.275,S,0,7,0,Miss,Child,4.4678571428571425
814,815,0,3,male,30.5,0,0,8.05,S,0,1,1,Mr,Adult,8.05
815,816,0,1,male,40.0,0,0,0.0,S,1,1,1,Mr,Adult,0.0
816,817,0,3,female,23.0,0,0,7.925,S,0,1,1,Miss,Adult,7.925
817,818,0,2,male,31.0,1,1,37.0042,C,0,3,0,Mr,Adult,12.334733333333332
818,819,0,3,male,43.0,0,0,6.45,S,0,1,1,Mr,Adult,6.45
819,820,0,3,male,10.0,3,2,27.9,S,0,6,0,Master,Child,4.6499999999999995
820,821,1,1,female,52.0,1,1,93.5,S,1,3,0,Mrs,Adult,31.166666666666668
821,822,1,3,male,27.0,0,0,8.6625,S,0,1,1,Mr,Adult,8.6625
822,823,0,1,male,38.0,0,0,0.0,S,0,1,1,Rare,Adult,0.0
823,824,1,3,female,27.0,0,1,12.475,S,1,2,0,Mrs,Adult,6.2375
824,825,0,3,male,2.0,4,1,39.6875,S,0,6,0,Master,Child,6.614583333333333
825,826,0,3,male,25.0,0,0,6.95,Q,0,1,1,Mr,Adult,6.95
826,827,0,3,male,25.0,0,0,56.4958,S,0,1,1,Mr,Adult,56.4958
827,828,1,2,male,1.0,0,2,37.0042,C,0,3,0,Master,Child,12.334733333333332
828,829,1,3,male,25.0,0,0,7.75,Q,0,1,1,Mr,Adult,7.75
829,830,1,1,female,62.0,0,0,80.0,S,1,1,1,Mrs,Senior,80.0
830,831,1,3,female,15.0,1,0,14.4542,C,0,2,0,Mrs,Teen,7.2271
831,832,1,2,male,0.83,1,1,18.75,S,0,3,0,Master,Child,6.25
832,833,0,3,male,25.0,0,0,7.2292,C,0,1,1,Mr,Adult,7.2292
833,834,0,3,male,23.0,0,0,7.8542,S,0,1,1,Mr,Adult,7.8542
834,835,0,3,male,18.0,0,0,8.3,S,0,1,1,Mr,Teen,8.3
835,836,1,1,female,39.0,1,1,83.1583,C,1,3,0,Miss,Adult,27.71943333333333
836,837,0,3,male,21.0,0,0,8.6625,S,0,1,1,Mr,Adult,8.6625
837,838,0,3,male,25.0,0,0,8.05,S,0,1,1,Mr,Adult,8.05
838,839,1,3,male,32.0,0,0,56.4958,S,0,1,1,Mr,Adult,56.4958
839,840,1,1,male,40.0,0,0,29.7,C,1,1,1,Mr,Adult,29.7
840,841,0,3,male,20.0,0,0,7.925,S,0,1,1,Mr,Adult,7.925
841,842,0,2,male,16.0,0,0,10.5,S,0,1,1,Mr,Teen,10.5
842,843,1,1,female,30.0,0,0,31.0,C,0,1,1,Miss,Adult,31.0
843,844,0,3,male,34.5,0,0,6.4375,C,0,1,1,Mr,Adult,6.4375
844,845,0,3,male,17.0,0,0,8.6625,S,0,1,1,Mr,Teen,8.6625
845,846,0,3,male,42.0,0,0,7.55,S,0,1,1,Mr,Adult,7.55
846,847,0,3,male,25.0,8,2,69.55,S,0,11,0,Mr,Adult,6.322727272727272
847,848,0,3,male,35.0,0,0,7.8958,C,0,1,1,Mr,Adult,7.8958
848,849,0,2,male,28.0,0,1,33.0,S,0,2,0,Rare,Adult,16.5
849,850,1,1,female,35.0,1,0,89.1042,C,1,2,0,Mrs,Adult,44.5521
850,851,0,3,male,4.0,4,2,31.275,S,0,7,0,Master,Child,4.4678571428571425
851,852,0,3,male,74.0,0,0,7.775,S,0,1,1,Mr,Senior,7.775
852,853,0,3,female,9.0,1,1,15.2458,C,0,3,0,Miss,Child,5.081933333333333
853,854,1,1,female,16.0,0,1,39.4,S,1,2,0,Miss,Teen,19.7
854,855,0,2,female,44.0,1,0,26.0,S,0,2,0,Mrs,Adult,13.0
855,856,1,3,female,18.0,0,1,9.35,S,0,2,0,Mrs,Teen,4.675
856,857,1,1,female,45.0,1,1,164.8667,S,0,3,0,Mrs,Adult,54.95556666666667
857,858,1,1,male,51.0,0,0,26.55,S,1,1,1,Mr,Adult,26.55
858,859,1,3,female,24.0,0,3,19.2583,C,0,4,0,Mrs,Adult,4.814575
859,860,0,3,male,25.0,0,0,7.2292,C,0,1,1,Mr,Adult,7.2292
860,861,0,3,male,41.0,2,0,14.1083,S,0,3,0,Mr,Adult,4.702766666666666
861,862,0,2,male,21.0,1,0,11.5,S,0,2,0,Mr,Adult,5.75
862,863,1,1,female,48.0,0,0,25.9292,S,1,1,1,Mrs,Adult,25.9292
863,864,0,3,female,21.5,8,2,69.55,S,0,11,0,Miss,Adult,6.322727272727272
864,865,0,2,male,24.0,0,0,13.0,S,0,1,1,Mr,Adult,13.0
865,866,1,2,female,42.0,0,0,13.0,S,0,1,1,Mrs,Adult,13.0
866,867,1,2,female,27.0,1,0,13.8583,C,0,2,0,Miss,Adult,6.92915
867,868,0,1,male,31.0,0,0,50.4958,S,1,1,1,Mr,Adult,50.4958
868,869,0,3,male,25.0,0,0,9.5,S,0,1,1,Mr,Adult,9.5
869,870,1,3,male,4.0,1,1,11.1333,S,0,3,0,Master,Child,3.7111
870,871,0,3,male,26.0,0,0,7.8958,S,0,1,1,Mr,Adult,7.8958
871,872,1,1,female,47.0,1,1,52.5542,S,1,3,0,Mrs,Adult,17.518066666666666
872,873,0,1,male,33.0,0,0,5.0,S,1,1,1,Mr,Adult,5.0
873,874,0,3,male,47.0,0,0,9.0,S,0,1,1,Mr,Adult,9.0
874,875,1,2,female,28.0,1,0,24.0,C,0,2,0,Mrs,Adult,12.0
875,876,1,3,female,15.0,0,0,7.225,C,0,1,1,Miss,Teen,7.225
876,877,0,3,male,20.0,0,0,9.8458,S,0,1,1,Mr,Adult,9.8458
877,878,0,3,male,19.0,0,0,7.8958,S,0,1,1,Mr,Adult,7.8958
878,879,0,3,male,25.0,0,0,7.8958,S,0,1,1,Mr,Adult,7.8958
879,880,1,1,female,56.0,0,1,83.1583,C,1,2,0,Mrs,Adult,41.57915
880,881,1,2,female,25.0,0,1,26.0,S,0,2,0,Mrs,Adult,13.0
881,882,0,3,male,33.0,0,0,7.8958,S,0,1,1,Mr,Adult,7.8958
882,883,0,3,female,22.0,0,0,10.5167,S,0,1,1,Miss,Adult,10.5167
883,884,0,2,male,28.0,0,0,10.5,S,0,1,1,Mr,Adult,10.5
884,885,0,3,male,25.0,0,0,7.05,S,0,1,1,Mr,Adult,7.05
885,886,0,3,female,39.0,0,5,29.125,Q,0,6,0,Mrs,Adult,4.854166666666667
886,887,0,2,male,27.0,0,0,13.0,S,0,1,1,Rare,Adult,13.0
887,888,1,1,female,19.0,0,0,30.0,S,1,1,1,Miss,Adult,30.0
888,889,0,3,female,21.5,1,2,23.45,S,0,4,0,Miss,Adult,5.8625
889,890,1,1,male,26.0,0,0,30.0,C,1,1,1,Mr,Adult,30.0
890,891,0,3,male,32.0,0,0,7.75,Q,0,1,1,Mr,Adult,7.75
